DHSID,lodging_pois_count,other_pois_count,food_pois_count,services_pois_count,entertainment_pois_count,landmark_pois_count,education_pois_count,health_pois_count,retail_pois_count,all_pois_count
BD201800000001,2.0,0.0,1.0,19.0,0.0,3.0,5.0,0.0,1.0,31.0
BD201800000002,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0
BD201800000003,1.0,0.0,10.0,7.0,1.0,0.0,8.0,1.0,1.0,29.0
BD201800000004,13.0,0.0,11.0,92.0,12.0,2.0,44.0,2.0,28.0,204.0
BD201800000005,0.0,0.0,9.0,8.0,0.0,0.0,3.0,4.0,9.0,33.0
BD201800000006,0.0,0.0,0.0,24.0,0.0,0.0,21.0,0.0,5.0,50.0
BD201800000007,0.0,0.0,6.0,7.0,3.0,0.0,4.0,4.0,3.0,27.0
BD201800000008,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
BD201800000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BD201800000010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000011,2.0,0.0,0.0,8.0,2.0,0.0,13.0,0.0,3.0,28.0
BD201800000012,0.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,12.0
BD201800000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
BD201800000014,0.0,0.0,0.0,1.0,3.0,6.0,2.0,0.0,0.0,12.0
BD201800000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000017,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
BD201800000018,3.0,0.0,3.0,11.0,6.0,1.0,6.0,0.0,8.0,38.0
BD201800000019,1.0,0.0,2.0,5.0,1.0,0.0,1.0,2.0,9.0,21.0
BD201800000020,2.0,0.0,8.0,27.0,0.0,1.0,60.0,1.0,34.0,133.0
BD201800000021,1.0,0.0,6.0,7.0,3.0,2.0,37.0,2.0,30.0,88.0
BD201800000022,0.0,0.0,0.0,49.0,0.0,2.0,69.0,1.0,32.0,153.0
BD201800000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000026,1.0,0.0,1.0,53.0,1.0,1.0,86.0,1.0,67.0,211.0
BD201800000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000028,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,9.0
BD201800000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000030,0.0,0.0,0.0,5.0,2.0,3.0,7.0,0.0,2.0,19.0
BD201800000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BD201800000033,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0
BD201800000034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0
BD201800000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000036,1.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,5.0,18.0
BD201800000037,6.0,0.0,0.0,26.0,0.0,1.0,20.0,1.0,4.0,58.0
BD201800000038,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0
BD201800000039,1.0,0.0,0.0,132.0,2.0,0.0,19.0,0.0,5.0,159.0
BD201800000040,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,1.0,17.0
BD201800000041,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
BD201800000042,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0
BD201800000043,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
BD201800000044,3.0,2.0,20.0,64.0,4.0,4.0,33.0,18.0,22.0,170.0
BD201800000045,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0
BD201800000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000048,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0
BD201800000049,2.0,0.0,0.0,8.0,2.0,0.0,11.0,0.0,3.0,26.0
BD201800000050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000051,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,15.0
BD201800000052,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0
BD201800000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000054,1.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,10.0,23.0
BD201800000055,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,16.0,25.0
BD201800000056,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
BD201800000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000058,0.0,0.0,0.0,8.0,5.0,0.0,4.0,0.0,0.0,17.0
BD201800000059,0.0,0.0,0.0,2.0,1.0,1.0,8.0,1.0,0.0,13.0
BD201800000060,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
BD201800000061,7.0,0.0,4.0,27.0,13.0,3.0,8.0,6.0,7.0,75.0
BD201800000062,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,5.0
BD201800000063,1.0,0.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,22.0
BD201800000064,1.0,0.0,0.0,4.0,2.0,0.0,9.0,0.0,0.0,16.0
BD201800000065,7.0,0.0,21.0,30.0,93.0,2.0,19.0,6.0,8.0,186.0
BD201800000066,7.0,0.0,16.0,27.0,86.0,2.0,13.0,6.0,6.0,163.0
BD201800000067,10.0,0.0,22.0,33.0,107.0,4.0,23.0,11.0,8.0,218.0
BD201800000068,10.0,0.0,32.0,45.0,113.0,3.0,34.0,11.0,14.0,262.0
BD201800000069,1.0,0.0,7.0,20.0,92.0,0.0,21.0,2.0,2.0,145.0
BD201800000070,1.0,0.0,8.0,15.0,20.0,5.0,8.0,5.0,12.0,74.0
BD201800000071,0.0,0.0,5.0,12.0,19.0,0.0,10.0,0.0,2.0,48.0
BD201800000072,0.0,0.0,1.0,3.0,3.0,2.0,0.0,9.0,1.0,19.0
BD201800000073,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,5.0
BD201800000074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BD201800000075,1.0,0.0,0.0,3.0,10.0,0.0,2.0,1.0,1.0,18.0
BD201800000076,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
BD201800000077,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0
BD201800000078,0.0,0.0,0.0,2.0,3.0,3.0,4.0,1.0,2.0,15.0
BD201800000079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BD201800000080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000081,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
BD201800000082,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,7.0
BD201800000083,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,7.0
BD201800000084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
BD201800000085,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0
BD201800000086,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
BD201800000087,0.0,0.0,13.0,9.0,0.0,0.0,1.0,4.0,10.0,37.0
BD201800000088,1.0,0.0,8.0,26.0,3.0,1.0,8.0,1.0,19.0,67.0
BD201800000089,1.0,0.0,13.0,33.0,3.0,0.0,3.0,7.0,14.0,74.0
BD201800000090,0.0,0.0,4.0,23.0,0.0,0.0,0.0,1.0,6.0,34.0
BD201800000091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
BD201800000092,2.0,0.0,16.0,24.0,3.0,0.0,1.0,3.0,10.0,59.0
BD201800000093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
BD201800000094,1.0,0.0,13.0,34.0,3.0,0.0,3.0,7.0,14.0,75.0
BD201800000095,1.0,0.0,11.0,24.0,0.0,0.0,1.0,5.0,14.0,56.0
BD201800000096,4.0,0.0,8.0,23.0,6.0,2.0,5.0,8.0,22.0,78.0
BD201800000097,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,8.0
BD201800000098,0.0,0.0,0.0,7.0,2.0,0.0,6.0,0.0,12.0,27.0
BD201800000099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000100,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,8.0
BD201800000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000102,0.0,0.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,15.0
BD201800000103,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,7.0
BD201800000104,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,7.0,17.0
BD201800000105,1.0,0.0,2.0,4.0,5.0,0.0,2.0,1.0,2.0,17.0
BD201800000106,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
BD201800000107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
BD201800000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
BD201800000109,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,7.0
BD201800000110,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,15.0
BD201800000111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000113,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,13.0
BD201800000114,1.0,0.0,16.0,11.0,3.0,1.0,2.0,2.0,11.0,47.0
BD201800000115,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,10.0
BD201800000116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
BD201800000117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000119,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
BD201800000120,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,9.0
BD201800000121,0.0,0.0,5.0,5.0,0.0,1.0,1.0,3.0,13.0,28.0
BD201800000122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BD201800000123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000124,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,6.0
BD201800000125,0.0,4.0,2.0,2.0,0.0,0.0,6.0,0.0,17.0,31.0
BD201800000126,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0
BD201800000127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000129,1.0,0.0,1.0,3.0,7.0,0.0,5.0,2.0,1.0,20.0
BD201800000130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000132,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0
BD201800000133,1.0,0.0,0.0,1.0,11.0,3.0,4.0,1.0,1.0,22.0
BD201800000134,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,7.0
BD201800000135,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,10.0
BD201800000136,1.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,14.0
BD201800000137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
BD201800000138,1.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,13.0
BD201800000139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BD201800000140,0.0,0.0,5.0,8.0,1.0,1.0,4.0,2.0,2.0,23.0
BD201800000141,30.0,0.0,18.0,6.0,14.0,0.0,0.0,1.0,1.0,70.0
BD201800000142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
BD201800000144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BD201800000145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000148,6.0,0.0,20.0,39.0,20.0,4.0,13.0,5.0,16.0,123.0
BD201800000149,35.0,0.0,83.0,155.0,60.0,10.0,65.0,54.0,79.0,541.0
BD201800000150,21.0,0.0,26.0,72.0,31.0,7.0,35.0,22.0,55.0,269.0
BD201800000151,13.0,0.0,10.0,28.0,7.0,1.0,16.0,4.0,11.0,90.0
BD201800000152,5.0,0.0,2.0,7.0,4.0,1.0,6.0,2.0,5.0,32.0
BD201800000153,2.0,0.0,20.0,51.0,18.0,1.0,7.0,5.0,17.0,121.0
BD201800000154,24.0,0.0,40.0,108.0,54.0,2.0,32.0,7.0,45.0,312.0
BD201800000155,15.0,0.0,23.0,76.0,29.0,7.0,22.0,12.0,45.0,229.0
BD201800000156,10.0,0.0,22.0,78.0,49.0,1.0,31.0,10.0,47.0,248.0
BD201800000157,22.0,1.0,51.0,101.0,28.0,3.0,50.0,39.0,30.0,325.0
BD201800000158,13.0,0.0,18.0,53.0,19.0,6.0,17.0,12.0,44.0,182.0
BD201800000159,2.0,0.0,23.0,19.0,17.0,3.0,10.0,13.0,10.0,97.0
BD201800000160,6.0,0.0,25.0,35.0,41.0,1.0,26.0,19.0,44.0,197.0
BD201800000161,9.0,0.0,25.0,27.0,43.0,2.0,32.0,17.0,31.0,186.0
BD201800000162,16.0,1.0,48.0,108.0,24.0,4.0,37.0,38.0,23.0,299.0
BD201800000163,3.0,0.0,20.0,42.0,18.0,1.0,10.0,6.0,22.0,122.0
BD201800000164,0.0,0.0,3.0,3.0,1.0,0.0,5.0,1.0,2.0,15.0
BD201800000165,43.0,72.0,299.0,891.0,215.0,77.0,168.0,192.0,582.0,2539.0
BD201800000166,59.0,71.0,386.0,1051.0,275.0,93.0,210.0,213.0,725.0,3083.0
BD201800000167,0.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0,4.0,15.0
BD201800000168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000169,15.0,0.0,50.0,40.0,45.0,9.0,27.0,8.0,26.0,220.0
BD201800000170,2.0,0.0,4.0,8.0,6.0,0.0,10.0,1.0,2.0,33.0
BD201800000171,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
BD201800000172,1.0,0.0,5.0,8.0,1.0,0.0,2.0,4.0,7.0,28.0
BD201800000173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000174,7.0,0.0,26.0,55.0,9.0,3.0,12.0,4.0,28.0,144.0
BD201800000175,4.0,0.0,31.0,339.0,7.0,1.0,14.0,5.0,51.0,452.0
BD201800000176,8.0,0.0,12.0,14.0,31.0,3.0,4.0,2.0,9.0,83.0
BD201800000177,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0
BD201800000178,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,15.0
BD201800000179,1.0,0.0,17.0,37.0,0.0,0.0,2.0,7.0,38.0,102.0
BD201800000180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000183,3.0,0.0,8.0,5.0,6.0,0.0,6.0,4.0,9.0,41.0
BD201800000184,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,6.0
BD201800000185,0.0,0.0,0.0,5.0,10.0,1.0,9.0,3.0,3.0,31.0
BD201800000186,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0
BD201800000187,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,9.0
BD201800000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BD201800000191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000192,2.0,0.0,2.0,8.0,8.0,1.0,11.0,5.0,2.0,39.0
BD201800000193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0
BD201800000194,1.0,0.0,3.0,29.0,16.0,7.0,28.0,8.0,21.0,113.0
BD201800000195,0.0,0.0,0.0,9.0,5.0,4.0,9.0,1.0,7.0,35.0
BD201800000196,0.0,0.0,3.0,19.0,3.0,0.0,2.0,1.0,20.0,48.0
BD201800000197,6.0,1.0,35.0,70.0,37.0,4.0,9.0,7.0,48.0,217.0
BD201800000198,4.0,0.0,70.0,118.0,45.0,11.0,19.0,11.0,91.0,369.0
BD201800000199,9.0,3.0,55.0,100.0,40.0,4.0,23.0,10.0,55.0,299.0
BD201800000200,0.0,0.0,8.0,4.0,0.0,3.0,1.0,1.0,12.0,29.0
BD201800000201,4.0,0.0,20.0,16.0,6.0,2.0,8.0,9.0,18.0,83.0
BD201800000202,0.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,3.0,14.0
BD201800000203,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,6.0
BD201800000204,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,7.0
BD201800000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0
BD201800000209,0.0,0.0,6.0,7.0,1.0,0.0,1.0,1.0,4.0,20.0
BD201800000210,0.0,0.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0,11.0
BD201800000211,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,7.0
BD201800000212,1.0,0.0,3.0,3.0,6.0,1.0,0.0,0.0,5.0,19.0
BD201800000213,0.0,0.0,8.0,3.0,2.0,1.0,2.0,3.0,2.0,21.0
BD201800000214,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0
BD201800000215,7.0,0.0,13.0,9.0,5.0,0.0,2.0,4.0,4.0,44.0
BD201800000216,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0
BD201800000217,16.0,0.0,115.0,109.0,26.0,4.0,48.0,32.0,40.0,390.0
BD201800000218,2.0,0.0,7.0,8.0,3.0,1.0,5.0,0.0,12.0,38.0
BD201800000219,1.0,0.0,6.0,4.0,2.0,0.0,5.0,1.0,4.0,23.0
BD201800000220,4.0,9.0,59.0,129.0,14.0,4.0,33.0,32.0,91.0,375.0
BD201800000221,9.0,0.0,27.0,94.0,63.0,6.0,133.0,16.0,29.0,377.0
