DHSID,lodging_pois_count,other_pois_count,food_pois_count,services_pois_count,entertainment_pois_count,landmark_pois_count,education_pois_count,health_pois_count,retail_pois_count,all_pois_count
BD201800000445,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,9.0
BD201800000446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BD201800000447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BD201800000448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BD201800000452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
BD201800000454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BD201800000457,3.0,0.0,7.0,5.0,3.0,2.0,4.0,1.0,9.0,34.0
BD201800000458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000459,0.0,0.0,1.0,6.0,2.0,0.0,2.0,1.0,4.0,16.0
BD201800000460,10.0,0.0,23.0,33.0,10.0,1.0,8.0,5.0,16.0,106.0
BD201800000461,0.0,0.0,0.0,16.0,4.0,0.0,8.0,1.0,2.0,31.0
BD201800000462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
BD201800000463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000465,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,8.0
BD201800000466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000467,1.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,10.0
BD201800000468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000469,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
BD201800000470,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,9.0
BD201800000471,0.0,0.0,1.0,6.0,1.0,0.0,2.0,1.0,4.0,15.0
BD201800000472,5.0,0.0,10.0,13.0,2.0,2.0,10.0,6.0,9.0,57.0
BD201800000473,0.0,0.0,5.0,8.0,0.0,0.0,3.0,1.0,4.0,21.0
BD201800000474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
BD201800000476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000479,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0
BD201800000480,0.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,4.0,16.0
BD201800000481,57.0,0.0,69.0,84.0,42.0,9.0,29.0,14.0,43.0,347.0
BD201800000482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000483,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,7.0
BD201800000484,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
BD201800000485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BD201800000486,0.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,3.0,14.0
BD201800000488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000489,5.0,0.0,7.0,9.0,11.0,1.0,8.0,5.0,1.0,47.0
BD201800000490,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0
BD201800000491,4.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,8.0,28.0
BD201800000492,2.0,0.0,9.0,5.0,0.0,1.0,0.0,1.0,7.0,25.0
BD201800000493,20.0,0.0,21.0,31.0,36.0,4.0,12.0,12.0,28.0,164.0
BD201800000494,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,15.0
BD201800000495,3.0,0.0,4.0,5.0,6.0,2.0,11.0,3.0,5.0,39.0
BD201800000496,13.0,0.0,9.0,18.0,17.0,2.0,14.0,9.0,7.0,89.0
BD201800000497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000499,2.0,0.0,6.0,8.0,4.0,0.0,2.0,3.0,1.0,26.0
BD201800000500,1.0,0.0,3.0,15.0,3.0,1.0,4.0,6.0,6.0,39.0
BD201800000501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000502,1.0,0.0,1.0,8.0,3.0,1.0,7.0,2.0,12.0,35.0
BD201800000503,6.0,0.0,7.0,7.0,4.0,1.0,4.0,0.0,15.0,44.0
BD201800000504,0.0,0.0,2.0,10.0,1.0,0.0,1.0,3.0,6.0,23.0
BD201800000505,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,9.0
BD201800000506,5.0,0.0,6.0,5.0,0.0,1.0,6.0,3.0,5.0,31.0
BD201800000507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000508,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
BD201800000509,13.0,0.0,22.0,16.0,7.0,3.0,8.0,5.0,12.0,86.0
BD201800000510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BD201800000512,5.0,0.0,7.0,8.0,12.0,1.0,10.0,4.0,1.0,48.0
BD201800000513,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0
BD201800000514,21.0,0.0,38.0,54.0,29.0,4.0,17.0,12.0,16.0,191.0
BD201800000515,19.0,0.0,36.0,49.0,24.0,4.0,14.0,8.0,15.0,169.0
BD201800000516,36.0,0.0,39.0,55.0,26.0,7.0,19.0,6.0,22.0,210.0
BD201800000517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000518,11.0,0.0,31.0,43.0,26.0,3.0,13.0,13.0,11.0,151.0
BD201800000519,10.0,0.0,9.0,12.0,14.0,1.0,5.0,1.0,8.0,60.0
BD201800000520,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,7.0
BD201800000521,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0
BD201800000522,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BD201800000523,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,6.0
BD201800000524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BD201800000525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000529,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
BD201800000530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000533,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0
BD201800000534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000535,1.0,0.0,6.0,11.0,1.0,0.0,4.0,2.0,6.0,31.0
BD201800000536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BD201800000537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
BD201800000538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000539,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,8.0
BD201800000540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BD201800000541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000542,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,1.0,16.0
BD201800000543,4.0,0.0,4.0,8.0,0.0,1.0,2.0,0.0,1.0,20.0
BD201800000544,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,14.0
BD201800000545,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
BD201800000546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BD201800000547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BD201800000548,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0
BD201800000549,0.0,0.0,1.0,2.0,4.0,1.0,12.0,0.0,2.0,22.0
BD201800000550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000551,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0
BD201800000552,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
BD201800000553,1.0,0.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,19.0
BD201800000554,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,6.0,12.0
BD201800000555,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,9.0
BD201800000556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000557,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,5.0
BD201800000558,1.0,0.0,2.0,5.0,2.0,0.0,10.0,1.0,5.0,26.0
BD201800000559,0.0,0.0,0.0,3.0,0.0,1.0,12.0,0.0,0.0,16.0
BD201800000560,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
BD201800000561,1.0,0.0,5.0,7.0,2.0,2.0,2.0,1.0,8.0,28.0
BD201800000562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000563,2.0,0.0,3.0,5.0,1.0,1.0,1.0,3.0,6.0,22.0
BD201800000564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
BD201800000566,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
BD201800000567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000568,15.0,0.0,12.0,5.0,12.0,1.0,6.0,2.0,2.0,55.0
BD201800000569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000571,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0
BD201800000572,29.0,0.0,26.0,31.0,18.0,4.0,7.0,9.0,15.0,139.0
BD201800000573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000574,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,6.0
BD201800000575,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0
BD201800000576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000579,2.0,0.0,2.0,5.0,0.0,0.0,2.0,1.0,1.0,13.0
BD201800000580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000582,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
BD201800000583,10.0,0.0,9.0,28.0,22.0,2.0,11.0,10.0,6.0,98.0
BD201800000584,10.0,0.0,14.0,25.0,23.0,2.0,9.0,13.0,5.0,101.0
BD201800000585,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,7.0
BD201800000586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000587,0.0,0.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,17.0
BD201800000588,1.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,13.0
BD201800000589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000590,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
BD201800000591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000592,0.0,0.0,2.0,9.0,1.0,1.0,1.0,0.0,7.0,21.0
BD201800000593,1.0,0.0,2.0,7.0,1.0,0.0,1.0,1.0,5.0,18.0
BD201800000594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000595,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
BD201800000596,2.0,0.0,5.0,5.0,1.0,1.0,1.0,0.0,4.0,19.0
BD201800000597,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
BD201800000598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000599,22.0,0.0,36.0,59.0,26.0,5.0,34.0,22.0,33.0,237.0
BD201800000600,19.0,0.0,23.0,49.0,15.0,5.0,24.0,10.0,20.0,165.0
BD201800000601,27.0,0.0,10.0,16.0,16.0,4.0,5.0,8.0,6.0,92.0
BD201800000602,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0
BD201800000603,0.0,0.0,1.0,3.0,8.0,1.0,2.0,4.0,2.0,21.0
BD201800000604,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
BD201800000605,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0
BD201800000606,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,9.0
BD201800000607,0.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,3.0,14.0
BD201800000608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000610,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
BD201800000611,3.0,0.0,1.0,4.0,4.0,1.0,4.0,14.0,2.0,33.0
BD201800000612,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0
BD201800000613,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,8.0
BD201800000614,2.0,0.0,8.0,2.0,0.0,0.0,2.0,1.0,1.0,16.0
BD201800000615,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,12.0,18.0
BD201800000616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
BD201800000621,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
BD201800000622,2.0,0.0,4.0,38.0,4.0,0.0,8.0,6.0,5.0,67.0
BD201800000623,2.0,0.0,4.0,39.0,4.0,1.0,9.0,6.0,7.0,72.0
BD201800000624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000625,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,8.0
BD201800000626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
BD201800000627,1.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,5.0,17.0
BD201800000628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000629,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,10.0
BD201800000630,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0
BD201800000631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000632,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0
BD201800000633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
BD201800000635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
BD201800000637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
BD201800000638,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0
BD201800000639,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,7.0
BD201800000640,2.0,0.0,10.0,45.0,0.0,0.0,4.0,7.0,39.0,107.0
BD201800000641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000642,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
BD201800000643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
BD201800000644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BD201800000645,2.0,0.0,14.0,16.0,1.0,0.0,6.0,6.0,14.0,59.0
BD201800000646,2.0,0.0,5.0,5.0,4.0,0.0,2.0,1.0,7.0,26.0
BD201800000647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000648,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
BD201800000649,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0
BD201800000650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000652,11.0,0.0,14.0,25.0,16.0,4.0,19.0,16.0,10.0,115.0
BD201800000653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000654,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
BD201800000655,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
BD201800000656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0
BD201800000657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
BD201800000658,1.0,0.0,1.0,16.0,3.0,0.0,2.0,1.0,1.0,25.0
BD201800000659,3.0,0.0,4.0,10.0,1.0,1.0,0.0,7.0,0.0,26.0
BD201800000660,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
BD201800000661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
BD201800000662,3.0,0.0,6.0,3.0,4.0,0.0,1.0,1.0,2.0,20.0
BD201800000663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
BD201800000665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD201800000667,16.0,0.0,24.0,38.0,18.0,4.0,23.0,19.0,39.0,181.0
BD201800000668,1.0,0.0,4.0,8.0,3.0,0.0,3.0,1.0,1.0,21.0
BD201800000669,26.0,0.0,53.0,89.0,25.0,7.0,28.0,28.0,90.0,346.0
BD201800000670,1.0,0.0,2.0,7.0,5.0,1.0,9.0,4.0,1.0,30.0
BD201800000671,25.0,0.0,60.0,93.0,23.0,6.0,22.0,25.0,113.0,367.0
BD201800000672,28.0,0.0,60.0,95.0,23.0,7.0,22.0,30.0,112.0,377.0
BD201800000673,14.0,0.0,22.0,36.0,6.0,4.0,13.0,10.0,40.0,145.0
BD201800000674,15.0,0.0,22.0,36.0,6.0,4.0,13.0,10.0,40.0,146.0
BD201800000675,3.0,0.0,11.0,10.0,4.0,0.0,3.0,5.0,10.0,46.0
