DHSID,landmark_pois_count,other_pois_count,retail_pois_count,services_pois_count,lodging_pois_count,entertainment_pois_count,food_pois_count,health_pois_count,education_pois_count,all_pois_count
GH201400000212,2.0,0.0,10.0,33.0,14.0,53.0,8.0,8.0,32.0,160.0
GH201400000213,6.0,0.0,15.0,60.0,10.0,9.0,34.0,19.0,21.0,174.0
GH201400000214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
GH201400000216,0.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,11.0
GH201400000217,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,4.0,14.0
GH201400000218,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0
GH201400000219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
GH201400000220,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
GH201400000221,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0
GH201400000222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000225,3.0,0.0,4.0,20.0,0.0,3.0,5.0,0.0,11.0,46.0
GH201400000226,0.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,12.0
GH201400000227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000228,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,8.0
GH201400000229,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,7.0
GH201400000230,0.0,0.0,2.0,5.0,1.0,2.0,0.0,1.0,6.0,17.0
GH201400000231,0.0,0.0,10.0,35.0,4.0,8.0,14.0,9.0,7.0,87.0
GH201400000232,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,6.0,16.0
GH201400000233,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0
GH201400000234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
GH201400000235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
GH201400000236,0.0,0.0,4.0,47.0,3.0,18.0,4.0,2.0,8.0,86.0
GH201400000237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000238,1.0,0.0,5.0,6.0,0.0,26.0,3.0,3.0,11.0,55.0
GH201400000239,2.0,0.0,6.0,5.0,0.0,7.0,0.0,2.0,2.0,24.0
GH201400000240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
GH201400000241,0.0,0.0,4.0,7.0,3.0,7.0,4.0,1.0,6.0,32.0
GH201400000242,0.0,0.0,3.0,8.0,0.0,2.0,1.0,1.0,4.0,19.0
GH201400000243,5.0,0.0,59.0,193.0,22.0,55.0,56.0,42.0,40.0,472.0
GH201400000244,1.0,0.0,3.0,1.0,2.0,11.0,0.0,3.0,6.0,27.0
GH201400000245,0.0,0.0,4.0,14.0,2.0,11.0,5.0,2.0,8.0,46.0
GH201400000246,2.0,0.0,11.0,38.0,21.0,14.0,20.0,6.0,16.0,128.0
GH201400000247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
GH201400000248,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,7.0
GH201400000249,0.0,0.0,1.0,7.0,5.0,5.0,2.0,1.0,7.0,28.0
GH201400000250,1.0,0.0,8.0,39.0,10.0,15.0,23.0,11.0,25.0,132.0
GH201400000251,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,7.0
GH201400000252,0.0,0.0,3.0,26.0,8.0,4.0,17.0,5.0,7.0,70.0
GH201400000253,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,3.0,13.0
GH201400000254,4.0,0.0,3.0,15.0,20.0,28.0,8.0,6.0,18.0,102.0
GH201400000255,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,9.0
GH201400000256,0.0,0.0,3.0,3.0,2.0,23.0,0.0,2.0,4.0,37.0
GH201400000257,1.0,0.0,0.0,4.0,1.0,8.0,1.0,1.0,2.0,18.0
GH201400000258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
GH201400000259,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,8.0
GH201400000260,11.0,0.0,628.0,401.0,53.0,147.0,282.0,69.0,62.0,1653.0
GH201400000261,1.0,0.0,6.0,11.0,3.0,26.0,1.0,3.0,7.0,58.0
GH201400000262,2.0,3.0,1.0,5.0,4.0,2.0,3.0,1.0,4.0,25.0
GH201400000263,7.0,0.0,16.0,53.0,11.0,10.0,37.0,21.0,19.0,174.0
GH201400000264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000265,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,6.0
GH201400000267,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,6.0
GH201400000268,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,11.0
GH201400000269,0.0,0.0,0.0,3.0,1.0,9.0,2.0,2.0,2.0,19.0
GH201400000270,1.0,0.0,16.0,18.0,3.0,10.0,4.0,2.0,5.0,59.0
GH201400000271,4.0,0.0,633.0,596.0,50.0,26.0,344.0,73.0,98.0,1824.0
GH201400000272,2.0,0.0,8.0,77.0,5.0,15.0,10.0,20.0,65.0,202.0
GH201400000273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000274,0.0,0.0,8.0,14.0,3.0,1.0,8.0,5.0,4.0,43.0
GH201400000275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000276,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,5.0,13.0
GH201400000277,0.0,0.0,1.0,2.0,4.0,0.0,3.0,0.0,22.0,32.0
GH201400000278,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
GH201400000279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000281,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0
GH201400000282,2.0,0.0,15.0,22.0,16.0,15.0,30.0,11.0,22.0,133.0
GH201400000283,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0
GH201400000284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
GH201400000285,0.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,2.0,13.0
GH201400000286,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0
GH201400000287,0.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,3.0,13.0
GH201400000288,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,4.0,13.0
GH201400000289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
GH201400000292,1.0,0.0,1.0,13.0,1.0,1.0,6.0,0.0,6.0,29.0
GH201400000293,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,6.0
GH201400000294,12.0,0.0,1.0,17.0,3.0,5.0,2.0,2.0,3.0,45.0
GH201400000295,8.0,0.0,4.0,19.0,11.0,16.0,3.0,2.0,10.0,73.0
GH201400000296,0.0,0.0,3.0,27.0,6.0,9.0,16.0,5.0,9.0,75.0
GH201400000297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000298,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,7.0
GH201400000299,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0
GH201400000300,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0
GH201400000301,0.0,0.0,9.0,22.0,1.0,7.0,16.0,7.0,13.0,75.0
GH201400000302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000303,2.0,0.0,12.0,21.0,14.0,3.0,25.0,5.0,12.0,94.0
GH201400000304,1.0,0.0,3.0,10.0,3.0,9.0,4.0,4.0,5.0,39.0
GH201400000305,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,9.0
GH201400000306,2.0,0.0,2.0,5.0,1.0,21.0,1.0,3.0,5.0,40.0
GH201400000307,0.0,0.0,1.0,0.0,3.0,5.0,0.0,3.0,8.0,20.0
GH201400000308,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
GH201400000309,0.0,0.0,4.0,8.0,3.0,6.0,6.0,10.0,23.0,60.0
GH201400000310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000311,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,12.0
GH201400000312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000314,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,11.0
GH201400000315,1.0,0.0,1.0,18.0,4.0,7.0,1.0,5.0,11.0,48.0
GH201400000316,1.0,0.0,33.0,82.0,18.0,21.0,72.0,35.0,34.0,296.0
GH201400000317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000318,1.0,0.0,10.0,13.0,2.0,3.0,20.0,3.0,4.0,56.0
GH201400000319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
GH201400000320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
GH201400000321,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0
GH201400000322,1.0,0.0,2.0,17.0,6.0,10.0,16.0,1.0,4.0,57.0
GH201400000323,2.0,0.0,24.0,36.0,31.0,21.0,42.0,15.0,41.0,212.0
GH201400000324,0.0,0.0,2.0,3.0,2.0,3.0,1.0,0.0,4.0,15.0
GH201400000325,1.0,0.0,6.0,12.0,7.0,16.0,8.0,15.0,24.0,89.0
GH201400000326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000327,0.0,1.0,1.0,4.0,6.0,3.0,2.0,1.0,6.0,24.0
GH201400000328,1.0,0.0,1.0,9.0,1.0,6.0,0.0,3.0,3.0,24.0
GH201400000329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000330,7.0,0.0,22.0,45.0,15.0,15.0,14.0,9.0,21.0,148.0
GH201400000331,1.0,0.0,8.0,26.0,11.0,17.0,21.0,11.0,28.0,123.0
GH201400000332,0.0,0.0,78.0,65.0,15.0,15.0,74.0,34.0,22.0,303.0
GH201400000333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
GH201400000334,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0
GH201400000335,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,10.0
GH201400000336,1.0,0.0,21.0,74.0,14.0,14.0,34.0,23.0,27.0,208.0
GH201400000337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000338,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,10.0
GH201400000339,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
GH201400000340,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0
GH201400000341,9.0,0.0,29.0,163.0,14.0,67.0,36.0,20.0,24.0,362.0
GH201400000342,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0
GH201400000343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000346,0.0,0.0,8.0,19.0,0.0,5.0,14.0,5.0,7.0,58.0
GH201400000348,0.0,0.0,3.0,17.0,4.0,7.0,16.0,4.0,11.0,62.0
GH201400000349,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0
GH201400000350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000352,0.0,0.0,0.0,7.0,3.0,6.0,1.0,1.0,7.0,25.0
GH201400000353,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,16.0
GH201400000354,0.0,0.0,17.0,63.0,12.0,33.0,30.0,14.0,29.0,198.0
GH201400000355,0.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,4.0,13.0
GH201400000356,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,13.0
GH201400000357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000358,4.0,0.0,34.0,82.0,8.0,50.0,13.0,18.0,28.0,237.0
GH201400000359,0.0,0.0,2.0,9.0,0.0,2.0,4.0,1.0,5.0,23.0
GH201400000360,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,6.0
GH201400000361,0.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,12.0
GH201400000362,11.0,0.0,47.0,111.0,16.0,83.0,28.0,17.0,19.0,332.0
GH201400000363,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0
GH201400000364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000365,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0
GH201400000366,0.0,0.0,5.0,10.0,7.0,13.0,21.0,8.0,7.0,71.0
GH201400000367,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
GH201400000368,0.0,0.0,2.0,7.0,1.0,2.0,1.0,1.0,6.0,20.0
GH201400000369,0.0,0.0,4.0,9.0,4.0,7.0,2.0,2.0,14.0,42.0
GH201400000370,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,7.0
GH201400000371,2.0,0.0,1.0,4.0,1.0,8.0,0.0,2.0,4.0,22.0
GH201400000372,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
GH201400000373,2.0,0.0,32.0,76.0,24.0,15.0,57.0,41.0,38.0,285.0
GH201400000374,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,9.0
GH201400000375,3.0,4.0,36.0,93.0,38.0,50.0,97.0,22.0,32.0,375.0
GH201400000376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000378,0.0,0.0,2.0,8.0,2.0,3.0,2.0,1.0,3.0,21.0
GH201400000379,3.0,0.0,679.0,597.0,48.0,17.0,377.0,67.0,100.0,1888.0
GH201400000380,9.0,0.0,21.0,51.0,16.0,50.0,32.0,9.0,9.0,197.0
GH201400000381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000382,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,13.0
GH201400000383,1.0,0.0,1.0,18.0,4.0,8.0,1.0,6.0,12.0,51.0
GH201400000384,0.0,0.0,2.0,12.0,0.0,22.0,3.0,3.0,9.0,51.0
GH201400000385,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,18.0
GH201400000386,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
GH201400000387,0.0,0.0,0.0,5.0,2.0,2.0,3.0,1.0,2.0,15.0
GH201400000388,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0
GH201400000389,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0
GH201400000390,3.0,0.0,21.0,33.0,5.0,5.0,12.0,11.0,17.0,107.0
GH201400000391,0.0,0.0,4.0,27.0,10.0,12.0,12.0,5.0,12.0,82.0
GH201400000392,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,11.0
GH201400000393,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,4.0,11.0
GH201400000394,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0
GH201400000395,0.0,0.0,23.0,34.0,7.0,4.0,38.0,13.0,13.0,132.0
GH201400000396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
GH201400000397,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,9.0
GH201400000398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
GH201400000399,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,4.0,13.0
GH201400000400,1.0,0.0,1.0,9.0,0.0,1.0,2.0,0.0,5.0,19.0
GH201400000401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000402,2.0,0.0,15.0,22.0,15.0,12.0,30.0,7.0,16.0,119.0
GH201400000403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000404,1.0,0.0,5.0,6.0,7.0,5.0,8.0,5.0,12.0,49.0
GH201400000405,1.0,0.0,9.0,17.0,2.0,28.0,2.0,4.0,9.0,72.0
GH201400000406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
GH201400000408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
GH201400000409,2.0,0.0,14.0,31.0,24.0,19.0,20.0,18.0,21.0,149.0
GH201400000410,4.0,0.0,6.0,26.0,8.0,8.0,10.0,2.0,16.0,80.0
GH201400000411,0.0,0.0,1.0,7.0,1.0,4.0,0.0,3.0,2.0,18.0
GH201400000412,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0
GH201400000413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000414,0.0,0.0,3.0,1.0,2.0,3.0,6.0,9.0,14.0,38.0
GH201400000415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000416,2.0,0.0,52.0,105.0,6.0,7.0,31.0,16.0,9.0,228.0
GH201400000417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000418,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0
GH201400000419,0.0,0.0,1.0,2.0,2.0,32.0,1.0,2.0,4.0,44.0
GH201400000420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000421,8.0,0.0,48.0,118.0,19.0,81.0,31.0,16.0,25.0,346.0
GH201400000422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH201400000423,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
GH201400000424,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,8.0
GH201400000425,0.0,0.0,5.0,5.0,13.0,15.0,1.0,2.0,8.0,49.0
GH201400000426,0.0,0.0,1.0,17.0,5.0,10.0,8.0,2.0,10.0,53.0
GH201400000427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
