DHSID,education_pois_count,health_pois_count,lodging_pois_count,food_pois_count,services_pois_count,landmark_pois_count,entertainment_pois_count,other_pois_count,retail_pois_count,all_pois_count
NG201800000279,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000280,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000281,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
NG201800000282,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
NG201800000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000284,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000285,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000286,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
NG201800000287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000288,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
NG201800000289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000290,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0
NG201800000291,0.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,27.0
NG201800000292,0.0,22.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,29.0
NG201800000293,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0
NG201800000294,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000295,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
NG201800000296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000297,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000300,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
NG201800000301,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000303,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000304,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
NG201800000305,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
NG201800000306,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000307,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
NG201800000308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000312,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000317,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
NG201800000318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000319,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000324,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000325,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000326,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
NG201800000327,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0
NG201800000328,10.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,18.0
NG201800000329,13.0,13.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,36.0
NG201800000330,12.0,13.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,35.0
NG201800000331,15.0,9.0,0.0,0.0,4.0,7.0,3.0,0.0,1.0,39.0
NG201800000332,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0
NG201800000333,0.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,12.0
NG201800000334,2.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,13.0
NG201800000335,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NG201800000336,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0
NG201800000337,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0
NG201800000338,1.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,11.0
NG201800000339,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
NG201800000340,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0
NG201800000341,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0
NG201800000342,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
NG201800000343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
NG201800000345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
NG201800000346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000347,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000348,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
NG201800000349,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000350,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0
NG201800000351,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000352,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000353,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
NG201800000354,1.0,7.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,18.0
NG201800000355,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
NG201800000356,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0
NG201800000357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000359,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000360,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000362,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000363,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
NG201800000364,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
NG201800000365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000367,1.0,1.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,20.0
NG201800000368,4.0,3.0,2.0,6.0,10.0,0.0,5.0,0.0,0.0,30.0
NG201800000369,24.0,5.0,7.0,10.0,26.0,1.0,23.0,0.0,3.0,99.0
NG201800000370,3.0,3.0,1.0,6.0,9.0,0.0,2.0,0.0,0.0,24.0
NG201800000371,6.0,2.0,5.0,4.0,11.0,2.0,5.0,0.0,2.0,37.0
NG201800000372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000373,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
NG201800000374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000379,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000388,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
NG201800000389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000390,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
NG201800000391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NG201800000392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000397,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
NG201800000398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000404,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0
NG201800000405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
NG201800000407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NG201800000413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NG201800000417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000427,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0
NG201800000428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000435,1.0,4.0,3.0,8.0,4.0,1.0,24.0,0.0,5.0,50.0
NG201800000436,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0
NG201800000437,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0
NG201800000438,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000439,1.0,4.0,2.0,8.0,4.0,1.0,16.0,0.0,5.0,41.0
NG201800000440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000441,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0
NG201800000442,0.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0
NG201800000443,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
NG201800000444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000445,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NG201800000446,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
NG201800000447,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
NG201800000448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000450,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000452,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
NG201800000453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000454,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
NG201800000455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000456,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
NG201800000457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000460,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000466,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NG201800000467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000468,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000469,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
NG201800000470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000479,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NG201800000480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000490,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
NG201800000491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000499,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0
NG201800000500,1.0,0.0,2.0,2.0,10.0,0.0,6.0,0.0,0.0,21.0
NG201800000501,0.0,1.0,1.0,1.0,5.0,3.0,10.0,0.0,0.0,21.0
NG201800000502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000510,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
NG201800000511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000516,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0
NG201800000517,0.0,2.0,1.0,4.0,21.0,1.0,3.0,0.0,5.0,37.0
NG201800000518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000519,8.0,13.0,9.0,15.0,22.0,2.0,15.0,0.0,11.0,95.0
NG201800000520,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0
NG201800000521,9.0,3.0,8.0,5.0,7.0,1.0,3.0,0.0,6.0,42.0
NG201800000522,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,10.0
NG201800000523,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000524,3.0,4.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,24.0
NG201800000525,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0
NG201800000526,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
NG201800000527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000537,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,8.0
NG201800000538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000547,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
NG201800000548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000550,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
NG201800000551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000552,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NG201800000553,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
NG201800000554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NG201800000555,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0
NG201800000556,6.0,8.0,4.0,1.0,1.0,5.0,6.0,0.0,2.0,33.0
