DHSID,air_transport_count,ground_transport_count,water_transport_count,all_transport_count
PH201700001239,0.0,0.0,0.0,0.0
PH201700001240,0.0,0.0,0.0,0.0
PH201700001241,0.0,0.0,0.0,0.0
PH201700001242,0.0,0.0,0.0,0.0
PH201700001243,3.0,0.0,0.0,3.0
PH201700001244,0.0,0.0,0.0,0.0
PH201700001245,0.0,1.0,0.0,1.0
PH201700001246,0.0,1.0,0.0,1.0
PH201700001247,0.0,0.0,0.0,0.0
PH201700001248,0.0,1.0,0.0,1.0
PH201700001249,0.0,0.0,0.0,0.0
PH201700001250,0.0,0.0,0.0,0.0
PH201700000221,0.0,8.0,0.0,8.0
PH201700000222,0.0,0.0,0.0,0.0
PH201700000223,0.0,4.0,0.0,4.0
PH201700000224,0.0,9.0,0.0,9.0
PH201700000225,0.0,7.0,0.0,7.0
PH201700000226,0.0,78.0,0.0,78.0
PH201700000227,1.0,57.0,0.0,58.0
PH201700000228,2.0,15.0,2.0,19.0
PH201700000229,0.0,10.0,4.0,14.0
PH201700000230,1.0,9.0,3.0,13.0
PH201700000231,0.0,22.0,4.0,26.0
PH201700000232,1.0,26.0,4.0,31.0
PH201700000233,2.0,5.0,0.0,7.0
PH201700000234,2.0,29.0,0.0,31.0
PH201700000235,3.0,21.0,0.0,24.0
PH201700000236,3.0,75.0,0.0,78.0
PH201700000237,2.0,63.0,0.0,65.0
PH201700000238,2.0,68.0,0.0,70.0
PH201700000239,2.0,56.0,0.0,58.0
PH201700000240,2.0,46.0,0.0,48.0
PH201700000241,2.0,77.0,0.0,79.0
PH201700000243,2.0,51.0,0.0,53.0
PH201700000244,12.0,79.0,4.0,95.0
PH201700000245,25.0,27.0,0.0,52.0
PH201700000246,17.0,88.0,0.0,105.0
PH201700000247,9.0,110.0,9.0,128.0
PH201700000248,8.0,53.0,2.0,63.0
PH201700000249,1.0,32.0,1.0,34.0
PH201700000250,10.0,79.0,5.0,94.0
PH201700000251,0.0,26.0,1.0,27.0
PH201700000252,8.0,61.0,5.0,74.0
PH201700000253,3.0,56.0,2.0,61.0
PH201700000254,10.0,60.0,5.0,75.0
PH201700000255,6.0,69.0,5.0,80.0
PH201700000256,10.0,68.0,5.0,83.0
PH201700000257,2.0,54.0,13.0,69.0
PH201700000258,2.0,62.0,10.0,74.0
PH201700000259,6.0,59.0,5.0,70.0
PH201700000260,0.0,99.0,0.0,99.0
PH201700000261,3.0,142.0,11.0,156.0
PH201700000262,2.0,250.0,0.0,252.0
PH201700000263,4.0,202.0,5.0,211.0
PH201700000264,3.0,195.0,10.0,208.0
PH201700000265,2.0,66.0,10.0,78.0
PH201700000266,5.0,82.0,9.0,96.0
PH201700000267,4.0,104.0,9.0,117.0
PH201700000268,1.0,17.0,0.0,18.0
PH201700000269,0.0,15.0,0.0,15.0
PH201700000270,1.0,12.0,0.0,13.0
PH201700000271,3.0,5.0,0.0,8.0
PH201700000272,2.0,38.0,0.0,40.0
PH201700000273,3.0,72.0,0.0,75.0
PH201700000274,0.0,34.0,0.0,34.0
PH201700000275,1.0,22.0,0.0,23.0
PH201700000276,0.0,58.0,0.0,58.0
PH201700000277,1.0,67.0,0.0,68.0
PH201700000278,1.0,72.0,0.0,73.0
PH201700000279,0.0,56.0,0.0,56.0
PH201700000280,0.0,43.0,0.0,43.0
PH201700000281,1.0,82.0,0.0,83.0
PH201700000282,0.0,54.0,0.0,54.0
PH201700000283,0.0,37.0,0.0,37.0
PH201700000284,0.0,5.0,4.0,9.0
PH201700000285,0.0,16.0,4.0,20.0
PH201700000286,0.0,24.0,4.0,28.0
PH201700000287,0.0,5.0,4.0,9.0
PH201700000288,0.0,26.0,4.0,30.0
PH201700000289,1.0,41.0,0.0,42.0
PH201700000290,0.0,53.0,0.0,53.0
PH201700000291,1.0,37.0,2.0,40.0
PH201700000292,26.0,32.0,0.0,58.0
PH201700000293,1.0,7.0,0.0,8.0
PH201700000294,56.0,91.0,0.0,147.0
PH201700000295,7.0,36.0,0.0,43.0
PH201700000296,5.0,9.0,0.0,14.0
PH201700000297,1.0,25.0,0.0,26.0
PH201700000298,1.0,22.0,0.0,23.0
PH201700000299,1.0,28.0,0.0,29.0
PH201700000300,18.0,137.0,0.0,155.0
PH201700000301,14.0,81.0,3.0,98.0
PH201700000302,15.0,91.0,3.0,109.0
PH201700000303,19.0,145.0,3.0,167.0
PH201700000304,54.0,110.0,0.0,164.0
PH201700000305,28.0,56.0,0.0,84.0
PH201700000306,69.0,100.0,0.0,169.0
PH201700000307,53.0,114.0,0.0,167.0
PH201700000308,2.0,25.0,0.0,27.0
PH201700000309,3.0,30.0,0.0,33.0
PH201700000310,2.0,18.0,1.0,21.0
PH201700000311,6.0,29.0,3.0,38.0
PH201700000312,1.0,12.0,2.0,15.0
PH201700000313,0.0,11.0,2.0,13.0
PH201700000314,0.0,11.0,1.0,12.0
PH201700000315,0.0,3.0,1.0,4.0
PH201700000316,5.0,54.0,2.0,61.0
PH201700000317,1.0,55.0,1.0,57.0
PH201700000318,0.0,29.0,1.0,30.0
PH201700000319,3.0,31.0,0.0,34.0
PH201700000320,1.0,22.0,0.0,23.0
PH201700000321,4.0,8.0,0.0,12.0
PH201700000322,3.0,20.0,0.0,23.0
PH201700000323,0.0,14.0,0.0,14.0
PH201700000324,2.0,69.0,0.0,71.0
PH201700000325,8.0,65.0,0.0,73.0
PH201700000326,3.0,74.0,1.0,78.0
PH201700000327,12.0,75.0,0.0,87.0
PH201700000328,4.0,69.0,0.0,73.0
PH201700000329,4.0,59.0,4.0,67.0
PH201700000330,0.0,44.0,1.0,45.0
PH201700000331,3.0,42.0,0.0,45.0
PH201700000332,0.0,38.0,0.0,38.0
PH201700000333,44.0,57.0,0.0,101.0
PH201700000334,0.0,30.0,0.0,30.0
PH201700000335,3.0,44.0,0.0,47.0
PH201700000336,3.0,41.0,0.0,44.0
PH201700000337,2.0,14.0,0.0,16.0
PH201700000338,2.0,4.0,0.0,6.0
PH201700000339,0.0,3.0,0.0,3.0
PH201700000340,1.0,5.0,0.0,6.0
PH201700000341,0.0,3.0,0.0,3.0
PH201700000342,1.0,4.0,0.0,5.0
PH201700000343,1.0,5.0,0.0,6.0
PH201700000344,2.0,29.0,0.0,31.0
PH201700000345,2.0,5.0,0.0,7.0
PH201700000220,0.0,8.0,0.0,8.0
PH201700000072,0.0,0.0,0.0,0.0
PH201700000073,0.0,0.0,0.0,0.0
PH201700000074,0.0,0.0,0.0,0.0
PH201700000075,0.0,0.0,0.0,0.0
PH201700000076,0.0,4.0,0.0,4.0
PH201700000077,0.0,0.0,0.0,0.0
PH201700000078,0.0,0.0,0.0,0.0
PH201700000079,0.0,0.0,0.0,0.0
PH201700000080,0.0,4.0,0.0,4.0
PH201700000081,0.0,0.0,0.0,0.0
PH201700000082,0.0,0.0,0.0,0.0
PH201700000083,0.0,0.0,0.0,0.0
PH201700000084,0.0,0.0,0.0,0.0
PH201700000085,0.0,0.0,0.0,0.0
PH201700000086,0.0,0.0,0.0,0.0
PH201700000087,0.0,0.0,0.0,0.0
PH201700000088,0.0,0.0,0.0,0.0
PH201700000089,0.0,0.0,0.0,0.0
PH201700000090,0.0,1.0,0.0,1.0
PH201700000092,0.0,0.0,0.0,0.0
PH201700000093,0.0,0.0,0.0,0.0
PH201700000094,0.0,0.0,0.0,0.0
PH201700000095,0.0,0.0,0.0,0.0
PH201700000096,3.0,37.0,0.0,40.0
PH201700000097,0.0,0.0,0.0,0.0
PH201700000098,4.0,37.0,0.0,41.0
PH201700000099,4.0,37.0,0.0,41.0
PH201700000100,0.0,23.0,0.0,23.0
PH201700000101,4.0,37.0,0.0,41.0
PH201700000102,1.0,11.0,0.0,12.0
PH201700000103,0.0,2.0,0.0,2.0
PH201700000104,0.0,4.0,0.0,4.0
PH201700000105,0.0,1.0,0.0,1.0
PH201700000106,0.0,0.0,0.0,0.0
PH201700000107,1.0,22.0,0.0,23.0
PH201700000108,0.0,1.0,0.0,1.0
PH201700000109,0.0,0.0,0.0,0.0
PH201700000110,0.0,4.0,0.0,4.0
PH201700000111,1.0,0.0,0.0,1.0
PH201700000112,0.0,0.0,0.0,0.0
PH201700000113,0.0,0.0,0.0,0.0
PH201700000114,0.0,0.0,0.0,0.0
PH201700000115,0.0,1.0,0.0,1.0
PH201700000116,0.0,1.0,0.0,1.0
PH201700000117,0.0,2.0,0.0,2.0
PH201700000118,0.0,0.0,0.0,0.0
PH201700000119,0.0,0.0,0.0,0.0
PH201700000120,0.0,0.0,0.0,0.0
PH201700000122,0.0,0.0,0.0,0.0
PH201700000123,0.0,2.0,0.0,2.0
PH201700000124,0.0,2.0,0.0,2.0
PH201700000125,0.0,0.0,0.0,0.0
PH201700000126,0.0,0.0,0.0,0.0
PH201700000127,0.0,0.0,0.0,0.0
PH201700000128,0.0,4.0,0.0,4.0
PH201700000129,0.0,0.0,0.0,0.0
PH201700000130,0.0,0.0,0.0,0.0
PH201700000131,0.0,0.0,0.0,0.0
PH201700000132,0.0,0.0,0.0,0.0
PH201700000133,0.0,0.0,0.0,0.0
PH201700000134,0.0,2.0,0.0,2.0
PH201700000135,0.0,0.0,0.0,0.0
PH201700000136,0.0,0.0,0.0,0.0
PH201700000137,0.0,2.0,0.0,2.0
PH201700000138,0.0,2.0,0.0,2.0
PH201700000139,0.0,2.0,0.0,2.0
PH201700000140,0.0,0.0,0.0,0.0
PH201700000141,0.0,0.0,0.0,0.0
PH201700000142,0.0,0.0,0.0,0.0
PH201700000143,0.0,0.0,0.0,0.0
PH201700000144,0.0,0.0,0.0,0.0
PH201700000145,0.0,6.0,0.0,6.0
PH201700000146,0.0,0.0,0.0,0.0
PH201700000147,0.0,0.0,0.0,0.0
PH201700000148,0.0,0.0,0.0,0.0
PH201700000149,0.0,6.0,0.0,6.0
PH201700000150,0.0,0.0,0.0,0.0
PH201700000151,0.0,0.0,0.0,0.0
PH201700000001,0.0,0.0,0.0,0.0
PH201700000002,0.0,0.0,1.0,1.0
PH201700000003,0.0,0.0,0.0,0.0
PH201700000004,0.0,0.0,0.0,0.0
PH201700000006,0.0,0.0,0.0,0.0
PH201700000007,0.0,0.0,0.0,0.0
PH201700000008,0.0,0.0,0.0,0.0
PH201700000009,0.0,0.0,1.0,1.0
PH201700000010,1.0,0.0,0.0,1.0
PH201700000011,0.0,0.0,0.0,0.0
PH201700000012,0.0,0.0,0.0,0.0
PH201700000019,0.0,0.0,0.0,0.0
PH201700000021,0.0,0.0,0.0,0.0
PH201700000022,0.0,0.0,0.0,0.0
PH201700000023,1.0,0.0,0.0,1.0
PH201700000024,0.0,0.0,0.0,0.0
PH201700000025,0.0,0.0,0.0,0.0
PH201700000026,0.0,1.0,0.0,1.0
PH201700000027,1.0,0.0,0.0,1.0
PH201700000028,0.0,0.0,0.0,0.0
PH201700000029,0.0,0.0,0.0,0.0
PH201700000030,0.0,0.0,0.0,0.0
PH201700000031,0.0,0.0,0.0,0.0
PH201700000032,0.0,0.0,0.0,0.0
PH201700000033,0.0,0.0,0.0,0.0
PH201700000034,0.0,1.0,0.0,1.0
PH201700000035,0.0,0.0,0.0,0.0
PH201700000036,0.0,0.0,0.0,0.0
PH201700000037,0.0,0.0,0.0,0.0
PH201700000038,0.0,1.0,0.0,1.0
PH201700000039,0.0,0.0,0.0,0.0
PH201700000040,0.0,0.0,0.0,0.0
PH201700000041,0.0,0.0,0.0,0.0
PH201700000042,0.0,1.0,0.0,1.0
PH201700000048,3.0,0.0,1.0,4.0
PH201700000049,0.0,0.0,0.0,0.0
PH201700000050,0.0,1.0,0.0,1.0
PH201700000051,0.0,0.0,0.0,0.0
PH201700000052,0.0,0.0,0.0,0.0
PH201700000054,3.0,0.0,1.0,4.0
PH201700000055,0.0,0.0,0.0,0.0
PH201700000056,0.0,0.0,0.0,0.0
PH201700000057,0.0,1.0,0.0,1.0
PH201700000058,0.0,0.0,0.0,0.0
PH201700000059,0.0,0.0,0.0,0.0
PH201700000060,0.0,0.0,2.0,2.0
PH201700000061,0.0,0.0,0.0,0.0
PH201700000062,0.0,0.0,0.0,0.0
PH201700000063,0.0,0.0,0.0,0.0
PH201700000064,2.0,0.0,2.0,4.0
PH201700000065,0.0,0.0,0.0,0.0
PH201700000066,0.0,0.0,0.0,0.0
PH201700000067,1.0,0.0,0.0,1.0
PH201700000068,0.0,0.0,0.0,0.0
PH201700000069,0.0,0.0,0.0,0.0
PH201700000070,0.0,0.0,0.0,0.0
PH201700000071,0.0,0.0,0.0,0.0
PH201700000152,2.0,0.0,0.0,2.0
PH201700000153,0.0,5.0,0.0,5.0
PH201700000154,0.0,0.0,0.0,0.0
PH201700000155,2.0,13.0,3.0,18.0
PH201700000156,0.0,0.0,0.0,0.0
PH201700000157,0.0,5.0,1.0,6.0
PH201700000158,0.0,6.0,1.0,7.0
PH201700000159,0.0,0.0,0.0,0.0
PH201700000160,1.0,0.0,0.0,1.0
PH201700000161,1.0,1.0,0.0,2.0
PH201700000162,0.0,0.0,0.0,0.0
PH201700000163,0.0,0.0,0.0,0.0
PH201700000164,0.0,0.0,0.0,0.0
PH201700000165,0.0,0.0,0.0,0.0
PH201700000166,0.0,0.0,1.0,1.0
PH201700000167,0.0,1.0,0.0,1.0
PH201700000168,0.0,0.0,0.0,0.0
PH201700000169,0.0,1.0,1.0,2.0
PH201700000171,0.0,0.0,0.0,0.0
PH201700000172,0.0,0.0,0.0,0.0
PH201700000173,0.0,1.0,0.0,1.0
PH201700000174,0.0,0.0,0.0,0.0
PH201700000175,0.0,0.0,0.0,0.0
PH201700000176,0.0,0.0,0.0,0.0
PH201700000177,0.0,0.0,0.0,0.0
PH201700000178,0.0,2.0,0.0,2.0
PH201700000179,0.0,1.0,0.0,1.0
PH201700000180,0.0,0.0,0.0,0.0
PH201700000181,0.0,2.0,0.0,2.0
PH201700000183,0.0,0.0,0.0,0.0
PH201700000184,0.0,0.0,0.0,0.0
PH201700000185,0.0,0.0,1.0,1.0
PH201700000187,0.0,0.0,0.0,0.0
PH201700000188,0.0,0.0,1.0,1.0
PH201700000189,0.0,0.0,0.0,0.0
PH201700000190,0.0,0.0,0.0,0.0
PH201700000191,0.0,0.0,1.0,1.0
PH201700000193,0.0,0.0,0.0,0.0
PH201700000194,0.0,0.0,0.0,0.0
PH201700000196,0.0,1.0,2.0,3.0
PH201700000197,2.0,2.0,2.0,6.0
PH201700000198,2.0,2.0,2.0,6.0
PH201700000199,0.0,0.0,0.0,0.0
PH201700000200,1.0,2.0,0.0,3.0
PH201700000201,0.0,0.0,0.0,0.0
PH201700000202,0.0,1.0,2.0,3.0
PH201700000203,2.0,3.0,4.0,9.0
PH201700000204,0.0,1.0,0.0,1.0
PH201700000205,1.0,2.0,0.0,3.0
PH201700000206,0.0,0.0,0.0,0.0
PH201700000207,0.0,0.0,0.0,0.0
PH201700000208,0.0,0.0,0.0,0.0
PH201700000209,0.0,0.0,0.0,0.0
PH201700000210,0.0,1.0,0.0,1.0
PH201700000211,0.0,4.0,0.0,4.0
PH201700000212,0.0,0.0,0.0,0.0
PH201700000213,0.0,0.0,0.0,0.0
PH201700000214,2.0,1.0,1.0,4.0
PH201700000215,0.0,1.0,0.0,1.0
PH201700000216,0.0,1.0,0.0,1.0
PH201700000217,0.0,1.0,0.0,1.0
PH201700000218,0.0,0.0,0.0,0.0
PH201700000219,0.0,0.0,0.0,0.0
PH201700000659,0.0,0.0,0.0,0.0
PH201700000660,0.0,3.0,0.0,3.0
PH201700000661,0.0,0.0,0.0,0.0
PH201700000662,0.0,3.0,0.0,3.0
PH201700000663,0.0,0.0,0.0,0.0
PH201700000664,0.0,0.0,0.0,0.0
PH201700000665,0.0,3.0,0.0,3.0
PH201700000666,0.0,0.0,1.0,1.0
PH201700000667,0.0,0.0,0.0,0.0
PH201700000668,0.0,3.0,0.0,3.0
PH201700000669,0.0,0.0,0.0,0.0
PH201700000670,0.0,0.0,0.0,0.0
PH201700000671,2.0,3.0,0.0,5.0
PH201700000672,0.0,0.0,0.0,0.0
PH201700000673,0.0,0.0,0.0,0.0
PH201700000674,1.0,1.0,0.0,2.0
PH201700000675,0.0,0.0,0.0,0.0
PH201700000676,0.0,0.0,0.0,0.0
PH201700000677,0.0,5.0,0.0,5.0
PH201700000678,0.0,0.0,0.0,0.0
PH201700000679,0.0,0.0,0.0,0.0
PH201700000680,0.0,0.0,0.0,0.0
PH201700000681,0.0,0.0,0.0,0.0
PH201700000682,0.0,0.0,0.0,0.0
PH201700000683,2.0,3.0,1.0,6.0
PH201700000684,0.0,0.0,0.0,0.0
PH201700000685,2.0,4.0,1.0,7.0
PH201700000686,0.0,0.0,0.0,0.0
PH201700000687,0.0,3.0,2.0,5.0
PH201700000688,0.0,0.0,0.0,0.0
PH201700000689,0.0,0.0,0.0,0.0
PH201700000690,0.0,1.0,0.0,1.0
PH201700000691,0.0,2.0,0.0,2.0
PH201700000692,0.0,1.0,0.0,1.0
PH201700000693,0.0,3.0,2.0,5.0
PH201700000694,0.0,3.0,2.0,5.0
PH201700000695,0.0,8.0,0.0,8.0
PH201700000696,0.0,7.0,0.0,7.0
PH201700000697,0.0,1.0,0.0,1.0
PH201700000698,0.0,1.0,0.0,1.0
PH201700000699,10.0,0.0,0.0,10.0
PH201700000700,10.0,2.0,0.0,12.0
PH201700000701,10.0,3.0,1.0,14.0
PH201700000702,10.0,4.0,1.0,15.0
PH201700000703,2.0,0.0,1.0,3.0
PH201700000704,0.0,0.0,0.0,0.0
PH201700000705,0.0,0.0,0.0,0.0
PH201700000706,0.0,1.0,0.0,1.0
PH201700000707,0.0,0.0,0.0,0.0
PH201700000708,0.0,0.0,0.0,0.0
PH201700000709,0.0,0.0,0.0,0.0
PH201700000710,0.0,3.0,1.0,4.0
PH201700000711,0.0,0.0,0.0,0.0
PH201700000712,0.0,0.0,0.0,0.0
PH201700000713,1.0,2.0,0.0,3.0
PH201700000714,0.0,0.0,0.0,0.0
PH201700000715,0.0,1.0,1.0,2.0
PH201700000716,2.0,0.0,0.0,2.0
PH201700000717,0.0,1.0,1.0,2.0
PH201700000718,1.0,0.0,0.0,1.0
PH201700000719,0.0,0.0,1.0,1.0
PH201700000720,0.0,0.0,1.0,1.0
PH201700000721,0.0,1.0,1.0,2.0
PH201700000722,0.0,0.0,0.0,0.0
PH201700000723,0.0,0.0,0.0,0.0
PH201700000724,0.0,0.0,0.0,0.0
PH201700000725,0.0,0.0,0.0,0.0
PH201700000726,0.0,0.0,0.0,0.0
